カテゴリー,分類群,vernacularName,学名,id,language,locality,countryCode,source,lexicon,contributor,created,taxonID,identifier,parentNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,modified,scientificName,taxonRank,references
準絶滅危惧（NT）,維管束植物,センダイソウ,Saxifraga sendaica,772609,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:42:55Z,https://www.inaturalist.org/taxa/772609,https://www.inaturalist.org/taxa/772609,https://www.inaturalist.org/taxa/55434,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,sendaica,"",2019-02-16T04:53:08Z,Saxifraga sendaica,species,""
準絶滅危惧（NT）,維管束植物,ヤクシマガクウツギ,Hydrangea luteovenosa var. yakusimensis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ヤシャビシャク,Ribes ambiguum,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,コヤスノキ,Pittosporum illicioides,702372,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-04-02T02:02:06Z,https://www.inaturalist.org/taxa/702372,https://www.inaturalist.org/taxa/702372,https://www.inaturalist.org/taxa/51597,Plantae,Tracheophyta,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum,illicioides,"",2019-02-16T04:11:21Z,Pittosporum illicioides,species,http://eol.org/pages/2887332
準絶滅危惧（NT）,維管束植物,コウシュンモダマ,Entada phaseoloides,162325,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-05-30T13:37:22Z,https://www.inaturalist.org/taxa/162325,https://www.inaturalist.org/taxa/162325,https://www.inaturalist.org/taxa/127668,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Entada,phaseoloides,"",2019-02-16T13:45:53Z,Entada phaseoloides,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Entada+phaseoloides
準絶滅危惧（NT）,維管束植物,サツマハギ,Lespedeza thunbergii subsp. satsumensis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ワニグチモダマ,Mucuna gigantea,165535,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:08:37Z,https://www.inaturalist.org/taxa/165535,https://www.inaturalist.org/taxa/165535,https://www.inaturalist.org/taxa/132171,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,gigantea,"",2020-11-10T11:23:55Z,Mucuna gigantea,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Mucuna+gigantea
準絶滅危惧（NT）,維管束植物,イヨフウロ,Geranium shikokianum var. shikokianum,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,アサマフウロ,Geranium soboliferum var. hakusanense,559322,ja,Japan,JP,"",Japanese,Toshihiro Nagata,2019-12-04T20:01:29Z,https://www.inaturalist.org/taxa/559322,https://www.inaturalist.org/taxa/559322,https://www.inaturalist.org/taxa/47701,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,soboliferum,"",2019-02-16T15:27:06Z,Geranium soboliferum,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/5645533
準絶滅危惧（NT）,維管束植物,ノウルシ,Euphorbia adenochlora,429217,ja,Japan,JP,"",Japanese,harum.koh,2017-03-20T15:20:35Z,https://www.inaturalist.org/taxa/429217,https://www.inaturalist.org/taxa/429217,https://www.inaturalist.org/taxa/896860,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,adenochlora,"",2021-01-09T00:53:33Z,Euphorbia adenochlora,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9810230
準絶滅危惧（NT）,維管束植物,マルミノウルシ,Euphorbia ebracteolata,886803,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:03:41Z,https://www.inaturalist.org/taxa/886803,https://www.inaturalist.org/taxa/886803,https://www.inaturalist.org/taxa/975143,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,ebracteolata,"",2020-02-19T16:37:40Z,Euphorbia ebracteolata,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9810721
準絶滅危惧（NT）,維管束植物,センダイタイゲキ,Euphorbia sendaica,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,タチバナ,Citrus tachibana,765426,ja,Japan,JP,"",Japanese,Takaaki Hattori,2019-12-23T02:40:02Z,https://www.inaturalist.org/taxa/765426,https://www.inaturalist.org/taxa/765426,https://www.inaturalist.org/taxa/54297,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,deliciosa,"",2020-02-08T13:11:55Z,Citrus deliciosa,species,http://www.plantsoftheworldonline.org/?
準絶滅危惧（NT）,維管束植物,タチバナ,Citrus tachibana,287104,ja,Japan,JP,"",Japanese,Keita Watanabe,2020-05-22T22:02:59Z,https://www.inaturalist.org/taxa/287104,https://www.inaturalist.org/taxa/287104,https://www.inaturalist.org/taxa/156196,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,crispa,"",2019-02-16T07:43:51Z,Ardisia crispa,species,""
準絶滅危惧（NT）,維管束植物,シマイヌザンショウ,Zanthoxylum schinifolium var. okinawensis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,コウシュンカズラ,Tristellateia australasiae,321819,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-05-19T06:58:15Z,https://www.inaturalist.org/taxa/321819,https://www.inaturalist.org/taxa/321819,https://www.inaturalist.org/taxa/321817,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Tristellateia,australasiae,"",2019-02-16T01:54:43Z,Tristellateia australasiae,species,http://www.ubio.org/browser/details.php?namebankID=5883813
準絶滅危惧（NT）,維管束植物,シマモチ,Ilex mertensii var. mertensii,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ハリツルマサキ,Maytenus diversifolia,622704,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:51:51Z,https://www.inaturalist.org/taxa/622704,https://www.inaturalist.org/taxa/622704,https://www.inaturalist.org/taxa/185532,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Gymnosporia,diversifolia,"",2019-09-16T15:20:24Z,Gymnosporia diversifolia,species,http://eol.org/pages/2906973
準絶滅危惧（NT）,維管束植物,チョウセンヒメツゲ,Buxus sinica var. insularis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ムニンアオガンピ,Wikstroemia pseudoretusa,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,アワガタケスミレ,Viola awagatakensis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,タカネスミレ,Viola crassa,907228,ja,Japan,JP,"",Japanese,harum.koh,2019-07-12T14:56:08Z,https://www.inaturalist.org/taxa/907228,https://www.inaturalist.org/taxa/907228,https://www.inaturalist.org/taxa/907227,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,crassa,crassa,2019-07-12T14:56:08Z,Viola crassa crassa,subspecies,http://ylist.info
準絶滅危惧（NT）,維管束植物,オオバタチツボスミレ,Viola langsdorfii subsp. sachalinensis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,マルヤマシュウカイドウ,Begonia formosana,569622,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T06:23:34Z,https://www.inaturalist.org/taxa/569622,https://www.inaturalist.org/taxa/569622,https://www.inaturalist.org/taxa/126405,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,formosana,"",2019-02-15T10:09:54Z,Begonia formosana,species,http://eol.org/pages/2875977
準絶滅危惧（NT）,維管束植物,ヤクシマサルスベリ,Lagerstroemia subcostata var. fauriei,1041284,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-27T01:12:35Z,https://www.inaturalist.org/taxa/1041284,https://www.inaturalist.org/taxa/1041284,https://www.inaturalist.org/taxa/569782,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,subcostata,fauriei,2020-03-10T01:42:19Z,Lagerstroemia subcostata fauriei,variety,https://eol.org/pages/48359729
準絶滅危惧（NT）,維管束植物,シマサルスベリ,Lagerstroemia subcostata var. subcostata,569782,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-27T01:11:25Z,https://www.inaturalist.org/taxa/569782,https://www.inaturalist.org/taxa/569782,https://www.inaturalist.org/taxa/68717,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,subcostata,"",2019-11-11T15:48:41Z,Lagerstroemia subcostata,species,http://eol.org/pages/2890083
準絶滅危惧（NT）,維管束植物,マヤプシギ,Sonneratia alba,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ウスゲチョウジタデ,Ludwigia epilobioides subsp. greatrexii,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,タチモ,Myriophyllum ussuriense,165608,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-22T04:34:26Z,https://www.inaturalist.org/taxa/165608,https://www.inaturalist.org/taxa/165608,https://www.inaturalist.org/taxa/60207,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,ussuriense,"",2021-01-24T02:20:46Z,Myriophyllum ussuriense,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Myriophyllum+ussuriense
準絶滅危惧（NT）,維管束植物,エゾゴゼンタチバナ,Cornus suecica,134125,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:15:17Z,https://www.inaturalist.org/taxa/134125,https://www.inaturalist.org/taxa/134125,https://www.inaturalist.org/taxa/47193,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,suecica,"",2019-11-23T04:54:38Z,Cornus suecica,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7042263
準絶滅危惧（NT）,維管束植物,リュウキュウハナイカダ,Helwingia japonica subsp. liukiuensis,946339,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-11T04:44:52Z,https://www.inaturalist.org/taxa/946339,https://www.inaturalist.org/taxa/946339,https://www.inaturalist.org/taxa/461024,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Helwingiaceae,Helwingia,japonica,liukiuensis,2019-09-24T07:41:35Z,Helwingia japonica liukiuensis,subspecies,""
準絶滅危惧（NT）,維管束植物,エキサイゼリ,Apodicarpum ikenoi,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,シマイワウチワ,Shortia rotundifolia var. rotundifolia,704173,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:07:56Z,https://www.inaturalist.org/taxa/704173,https://www.inaturalist.org/taxa/704173,https://www.inaturalist.org/taxa/156113,Plantae,Tracheophyta,Magnoliopsida,Ericales,Diapensiaceae,Shortia,rotundifolia,"",2019-02-16T05:14:20Z,Shortia rotundifolia,species,http://eol.org/pages/2876227
準絶滅危惧（NT）,維管束植物,オオウメガサソウ,Chimaphila umbellata,62236,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:17:13Z,https://www.inaturalist.org/taxa/62236,https://www.inaturalist.org/taxa/62236,https://www.inaturalist.org/taxa/62232,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Chimaphila,umbellata,"",2020-06-12T12:40:48Z,Chimaphila umbellata,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7041440
準絶滅危惧（NT）,維管束植物,ゲンカイツツジ,Rhododendron mucronulatum var. ciliatum,450881,ja,Japan,JP,"",Japanese,Takaaki Hattori,2019-09-27T01:52:17Z,https://www.inaturalist.org/taxa/450881,https://www.inaturalist.org/taxa/450881,https://www.inaturalist.org/taxa/450880,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,mucronulatum,ciliatum,2019-09-27T01:52:17Z,Rhododendron mucronulatum ciliatum,variety,http://www.ubio.org/browser/details.php?namebankID=8432286
準絶滅危惧（NT）,維管束植物,ツクシアケボノツツジ,Rhododendron pentaphyllum var. pentaphyllum,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ツルマンリョウ,Myrsine stolonifera,751464,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:49:56Z,https://www.inaturalist.org/taxa/751464,https://www.inaturalist.org/taxa/751464,https://www.inaturalist.org/taxa/70257,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,stolonifera,"",2019-02-16T01:19:30Z,Myrsine stolonifera,species,http://eol.org/pages/2891614
準絶滅危惧（NT）,維管束植物,シマギンレイカ,Lysimachia decurrens,741635,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:38:19Z,https://www.inaturalist.org/taxa/741635,https://www.inaturalist.org/taxa/741635,https://www.inaturalist.org/taxa/48063,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,decurrens,"",2019-02-16T00:48:56Z,Lysimachia decurrens,species,http://eol.org/pages/2891717
準絶滅危惧（NT）,維管束植物,サクラソウ,Primula sieboldii,516696,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:27:51Z,https://www.inaturalist.org/taxa/516696,https://www.inaturalist.org/taxa/516696,https://www.inaturalist.org/taxa/742879,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,sieboldii,"",2019-12-25T04:26:45Z,Primula sieboldii,species,http://eol.org/pages/2892059
準絶滅危惧（NT）,維管束植物,シナノコザクラ,Primula tosaensis var. brachycarpa,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,イワザクラ,Primula tosaensis var. tosaensis,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ハイハマボッス,Samolus parviflorus,60234,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:56:09Z,https://www.inaturalist.org/taxa/60234,https://www.inaturalist.org/taxa/60234,https://www.inaturalist.org/taxa/60237,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Samolus,parviflorus,"",2020-05-06T00:44:51Z,Samolus parviflorus,species,http://www.ubio.org/browser/details.php?namebankID=2770477
準絶滅危惧（NT）,維管束植物,ハマサジ,Limonium tetragonum,502999,ja,Japan,JP,"",Japanese,Keita Watanabe,2019-12-14T07:18:01Z,https://www.inaturalist.org/taxa/502999,https://www.inaturalist.org/taxa/502999,https://www.inaturalist.org/taxa/63366,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,tetragonum,"",2019-02-16T00:53:26Z,Limonium tetragonum,species,http://eol.org/pages/5489225
準絶滅危惧（NT）,維管束植物,ヤエヤマコクタン,Diospyros egbert-walkeri,343774,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-27T04:34:36Z,https://www.inaturalist.org/taxa/343774,https://www.inaturalist.org/taxa/343774,https://www.inaturalist.org/taxa/83434,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,ferrea,"",2019-02-15T11:06:35Z,Diospyros ferrea,species,http://www.catalogueoflife.org/annual-checklist/2012/details/species/id/9674976
準絶滅危惧（NT）,維管束植物,ヤマトレンギョウ,Forsythia japonica,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ウスギモクセイ,Osmanthus fragrans var. thunbergii,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ヨコヤマリンドウ,Gentiana glauca,144087,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:13:36Z,https://www.inaturalist.org/taxa/144087,https://www.inaturalist.org/taxa/144087,https://www.inaturalist.org/taxa/794337,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,glauca,"",2019-02-16T15:17:57Z,Gentiana glauca,species,http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/7043251
準絶滅危惧（NT）,維管束植物,チシマリンドウ,Gentianella auriculata,163238,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:40:30Z,https://www.inaturalist.org/taxa/163238,https://www.inaturalist.org/taxa/163238,https://www.inaturalist.org/taxa/60385,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,auriculata,"",2019-05-21T06:25:32Z,Gentianella auriculata,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Gentianella+auriculata
準絶滅危惧（NT）,維管束植物,シロウマリンドウ,Gentianopsis yabei var. yabei,947435,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:40:00Z,https://www.inaturalist.org/taxa/947435,https://www.inaturalist.org/taxa/947435,https://www.inaturalist.org/taxa/72142,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,yabei,"",2020-02-19T17:19:21Z,Gentianopsis yabei,species,""
準絶滅危惧（NT）,維管束植物,ムラサキセンブリ,Swertia pseudochinensis,934807,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:10:19Z,https://www.inaturalist.org/taxa/934807,https://www.inaturalist.org/taxa/934807,https://www.inaturalist.org/taxa/56355,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Swertia,pseudochinensis,"",2020-02-19T17:20:50Z,Swertia pseudochinensis,species,""
準絶滅危惧（NT）,維管束植物,テングノコヅチ,Tripterospermum japonicum var. involubile,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ガガブタ,Nymphoides indica,165759,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:23:03Z,https://www.inaturalist.org/taxa/165759,https://www.inaturalist.org/taxa/165759,https://www.inaturalist.org/taxa/62370,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,indica,"",2020-05-17T11:32:20Z,Nymphoides indica,species,http://www.natureserve.org/explorer/servlet/NatureServe?searchName=Nymphoides+indica
準絶滅危惧（NT）,維管束植物,アサザ,Nymphoides peltata,78237,ja,Japan,JP,"",Japanese,sea-kangaroo,2014-06-16T01:14:40Z,https://www.inaturalist.org/taxa/78237,https://www.inaturalist.org/taxa/78237,https://www.inaturalist.org/taxa/62370,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,peltata,"",2021-02-16T13:40:00Z,Nymphoides peltata,species,""
準絶滅危惧（NT）,維管束植物,チョウジソウ,Amsonia elliptica,708085,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:48:16Z,https://www.inaturalist.org/taxa/708085,https://www.inaturalist.org/taxa/708085,https://www.inaturalist.org/taxa/71965,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Amsonia,elliptica,"",2019-02-05T22:21:55Z,Amsonia elliptica,species,http://eol.org/pages/2898443
準絶滅危惧（NT）,維管束植物,ケナシツルモウリンカ,Tylophora tanakae var. glabrescens,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,クサタチバナ,Vincetoxicum acuminatum,182249,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:28:23Z,https://www.inaturalist.org/taxa/182249,https://www.inaturalist.org/taxa/182249,https://www.inaturalist.org/taxa/182246,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum,acuminatum,"",2019-02-05T21:44:09Z,Vincetoxicum acuminatum,species,http://www.ubio.org/browser/details.php?namebankID=5973243
準絶滅危惧（NT）,維管束植物,スズサイコ,Vincetoxicum pycnostelma,501657,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:41:38Z,https://www.inaturalist.org/taxa/501657,https://www.inaturalist.org/taxa/501657,https://www.inaturalist.org/taxa/182246,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum,pycnostelma,"",2019-05-10T04:27:15Z,Vincetoxicum pycnostelma,species,http://eol.org/pages/5334344
準絶滅危惧（NT）,維管束植物,シマザクラ,Hedyotis leptopetala,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ニコゲルリミノキ,Lasianthus hispidulus,848116,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-03-27T02:26:11Z,https://www.inaturalist.org/taxa/848116,https://www.inaturalist.org/taxa/848116,https://www.inaturalist.org/taxa/133463,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Lasianthus,hispidulus,"",2019-05-10T05:39:52Z,Lasianthus hispidulus,species,http://www.catalogueoflife.org/annual-checklist/details/species/id/9701969
準絶滅危惧（NT）,維管束植物,シチョウゲ,Leptodermis pulchella,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,タチキランソウ,Ajuga makinoi,902241,ja,Japan,JP,"",Japanese,Yoshimasa Uchiyama,2020-04-14T23:56:24Z,https://www.inaturalist.org/taxa/902241,https://www.inaturalist.org/taxa/902241,https://www.inaturalist.org/taxa/56100,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajuga,makinoi,"",2020-02-19T17:47:13Z,Ajuga makinoi,species,""
準絶滅危惧（NT）,維管束植物,タニジャコウソウ,Chelonopsis longipes,936273,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:40:30Z,https://www.inaturalist.org/taxa/936273,https://www.inaturalist.org/taxa/936273,https://www.inaturalist.org/taxa/450643,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Chelonopsis,longipes,"",2020-02-19T17:50:36Z,Chelonopsis longipes,species,""
準絶滅危惧（NT）,維管束植物,コケトウバナ,Clinopodium multicaule var. yakusimense,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,キタダケオドリコソウ,Lamium album var. kitadakense,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,マネキグサ,Loxocalyx ambiguus,919531,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:06:48Z,https://www.inaturalist.org/taxa/919531,https://www.inaturalist.org/taxa/919531,https://www.inaturalist.org/taxa/576259,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Loxocalyx,ambiguus,"",2020-02-19T17:51:45Z,Loxocalyx ambiguus,species,""
準絶滅危惧（NT）,維管束植物,ヒメハッカ,Mentha japonica,965077,ja,Japan,JP,"",Japanese,Yoshimasa Uchiyama,2019-11-15T20:10:36Z,https://www.inaturalist.org/taxa/965077,https://www.inaturalist.org/taxa/965077,https://www.inaturalist.org/taxa/54570,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,japonica,"",2020-02-08T20:03:31Z,Mentha japonica,species,https://eol.org/pages/5363148
準絶滅危惧（NT）,維管束植物,オオヤマジソ,Mosla japonica var. hadae,,,,,,,,,,,,,,,,,,,,,,,
準絶滅危惧（NT）,維管束植物,ヤマジソ,Mosla japonica var. japonica,919869,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:12:33Z,https://www.inaturalist.org/taxa/919869,https://www.inaturalist.org/taxa/919869,https://www.inaturalist.org/taxa/156746,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mosla,japonica,"",2020-02-19T17:44:07Z,Mosla japonica,species,""
準絶滅危惧（NT）,維管束植物,ミズネコノオ,Pogostemon stellatus,442316,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T01:08:12Z,https://www.inaturalist.org/taxa/442316,https://www.inaturalist.org/taxa/442316,https://www.inaturalist.org/taxa/184941,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,stellatus,"",2019-02-12T17:04:00Z,Pogostemon stellatus,species,http://www.iucnredlist.org/details/177402
準絶滅危惧（NT）,維管束植物,ミゾコウジュ,Salvia plebeia,460319,ja,Japan,JP,"Yonekura, K., & Kajita, T. (2003). BG Plants Wamei-Gakumei Index. (http://ylist.info/index.html)",Japanese,Ken-ichi Ueda,2020-06-16T00:40:51Z,https://www.inaturalist.org/taxa/460319,https://www.inaturalist.org/taxa/460319,https://www.inaturalist.org/taxa/50644,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,plebeia,"",2019-02-12T17:56:57Z,Salvia plebeia,species,http://www.ubio.org/browser/details.php?namebankID=5900761
準絶滅危惧（NT）,維管束植物,アツバタツナミソウ,Scutellaria tsusimensis,1030046,ja,Japan,JP,"",Japanese,Takaaki Hattori,2020-02-09T05:08:02Z,https://www.inaturalist.org/taxa/1030046,https://www.inaturalist.org/taxa/1030046,https://www.inaturalist.org/taxa/493441,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,indica,tsusimensis,2020-02-19T17:40:01Z,Scutellaria indica tsusimensis,variety,https://eol.org/pages/52199651
準絶滅危惧（NT）,維管束植物,テイネニガクサ,Teucrium teinense,,,,,,,,,,,,,,,,,,,,,,,
